CCS	25x	TRA	pbmm2	sniffles	/home/lz/Data_sequence/2023_11_14/working/Pipelines/CCS/CHM13/pbmm2/vcf/sniffles/CHM13.vcf	CHM13.25x.vcf
CCS	25x	DEL	pbmm2	sniffles	/home/lz/Data_sequence/2023_11_14/working/Pipelines/CCS/CHM13/pbmm2/vcf/sniffles/CHM13.vcf	CHM13.25x.vcf
CCS	25x	INS	pbmm2	sniffles	/home/lz/Data_sequence/2023_11_14/working/Pipelines/CCS/CHM13/pbmm2/vcf/sniffles/CHM13.vcf	CHM13.25x.vcf
CCS	25x	DUP	pbmm2	sniffles	/home/lz/Data_sequence/2023_11_14/working/Pipelines/CCS/CHM13/pbmm2/vcf/sniffles/CHM13.vcf	CHM13.25x.vcf
CCS	25x	INV	pbmm2	sniffles	/home/lz/Data_sequence/2023_11_14/working/Pipelines/CCS/CHM13/pbmm2/vcf/sniffles/CHM13.vcf	CHM13.25x.vcf
CCS	25x	TRA	pbmm2	sniffles	/home/lz/Data_sequence/2023_11_14/working/Pipelines/CCS/HG00096/pbmm2/vcf/sniffles/HG00096.vcf	HG00096.25x.vcf
CCS	25x	DEL	pbmm2	sniffles	/home/lz/Data_sequence/2023_11_14/working/Pipelines/CCS/HG00096/pbmm2/vcf/sniffles/HG00096.vcf	HG00096.25x.vcf
CCS	25x	INS	pbmm2	sniffles	/home/lz/Data_sequence/2023_11_14/working/Pipelines/CCS/HG00096/pbmm2/vcf/sniffles/HG00096.vcf	HG00096.25x.vcf
CCS	25x	DUP	pbmm2	sniffles	/home/lz/Data_sequence/2023_11_14/working/Pipelines/CCS/HG00096/pbmm2/vcf/sniffles/HG00096.vcf	HG00096.25x.vcf
CCS	25x	INV	pbmm2	sniffles	/home/lz/Data_sequence/2023_11_14/working/Pipelines/CCS/HG00096/pbmm2/vcf/sniffles/HG00096.vcf	HG00096.25x.vcf
CCS	25x	TRA	pbmm2	sniffles	/home/lz/Data_sequence/2023_11_14/working/Pipelines/CCS/HG002/pbmm2/vcf/sniffles/HG002.vcf	HG002.25x.vcf
CCS	25x	DEL	pbmm2	sniffles	/home/lz/Data_sequence/2023_11_14/working/Pipelines/CCS/HG002/pbmm2/vcf/sniffles/HG002.vcf	HG002.25x.vcf
CCS	25x	INS	pbmm2	sniffles	/home/lz/Data_sequence/2023_11_14/working/Pipelines/CCS/HG002/pbmm2/vcf/sniffles/HG002.vcf	HG002.25x.vcf
CCS	25x	DUP	pbmm2	sniffles	/home/lz/Data_sequence/2023_11_14/working/Pipelines/CCS/HG002/pbmm2/vcf/sniffles/HG002.vcf	HG002.25x.vcf
CCS	25x	INV	pbmm2	sniffles	/home/lz/Data_sequence/2023_11_14/working/Pipelines/CCS/HG002/pbmm2/vcf/sniffles/HG002.vcf	HG002.25x.vcf
CCS	25x	TRA	pbmm2	sniffles	/home/lz/Data_sequence/2023_11_14/working/Pipelines/CCS/HG003/pbmm2/vcf/sniffles/HG003.vcf	HG003.25x.vcf
CCS	25x	DEL	pbmm2	sniffles	/home/lz/Data_sequence/2023_11_14/working/Pipelines/CCS/HG003/pbmm2/vcf/sniffles/HG003.vcf	HG003.25x.vcf
CCS	25x	INS	pbmm2	sniffles	/home/lz/Data_sequence/2023_11_14/working/Pipelines/CCS/HG003/pbmm2/vcf/sniffles/HG003.vcf	HG003.25x.vcf
CCS	25x	DUP	pbmm2	sniffles	/home/lz/Data_sequence/2023_11_14/working/Pipelines/CCS/HG003/pbmm2/vcf/sniffles/HG003.vcf	HG003.25x.vcf
CCS	25x	INV	pbmm2	sniffles	/home/lz/Data_sequence/2023_11_14/working/Pipelines/CCS/HG003/pbmm2/vcf/sniffles/HG003.vcf	HG003.25x.vcf
CCS	25x	TRA	pbmm2	sniffles	/home/lz/Data_sequence/2023_11_14/working/Pipelines/CCS/HG004/pbmm2/vcf/sniffles/HG004.vcf	HG004.25x.vcf
CCS	25x	DEL	pbmm2	sniffles	/home/lz/Data_sequence/2023_11_14/working/Pipelines/CCS/HG004/pbmm2/vcf/sniffles/HG004.vcf	HG004.25x.vcf
CCS	25x	INS	pbmm2	sniffles	/home/lz/Data_sequence/2023_11_14/working/Pipelines/CCS/HG004/pbmm2/vcf/sniffles/HG004.vcf	HG004.25x.vcf
CCS	25x	DUP	pbmm2	sniffles	/home/lz/Data_sequence/2023_11_14/working/Pipelines/CCS/HG004/pbmm2/vcf/sniffles/HG004.vcf	HG004.25x.vcf
CCS	25x	INV	pbmm2	sniffles	/home/lz/Data_sequence/2023_11_14/working/Pipelines/CCS/HG004/pbmm2/vcf/sniffles/HG004.vcf	HG004.25x.vcf
CCS	25x	TRA	pbmm2	sniffles	/home/lz/Data_sequence/2023_11_14/working/Pipelines/CCS/HG00512/pbmm2/vcf/sniffles/HG00512.vcf	HG00512.25x.vcf
CCS	25x	DEL	pbmm2	sniffles	/home/lz/Data_sequence/2023_11_14/working/Pipelines/CCS/HG00512/pbmm2/vcf/sniffles/HG00512.vcf	HG00512.25x.vcf
CCS	25x	INS	pbmm2	sniffles	/home/lz/Data_sequence/2023_11_14/working/Pipelines/CCS/HG00512/pbmm2/vcf/sniffles/HG00512.vcf	HG00512.25x.vcf
CCS	25x	DUP	pbmm2	sniffles	/home/lz/Data_sequence/2023_11_14/working/Pipelines/CCS/HG00512/pbmm2/vcf/sniffles/HG00512.vcf	HG00512.25x.vcf
CCS	25x	INV	pbmm2	sniffles	/home/lz/Data_sequence/2023_11_14/working/Pipelines/CCS/HG00512/pbmm2/vcf/sniffles/HG00512.vcf	HG00512.25x.vcf
CCS	25x	TRA	pbmm2	sniffles	/home/lz/Data_sequence/2023_11_14/working/Pipelines/CCS/HG005/pbmm2/vcf/sniffles/HG005.vcf	HG005.25x.vcf
CCS	25x	DEL	pbmm2	sniffles	/home/lz/Data_sequence/2023_11_14/working/Pipelines/CCS/HG005/pbmm2/vcf/sniffles/HG005.vcf	HG005.25x.vcf
CCS	25x	INS	pbmm2	sniffles	/home/lz/Data_sequence/2023_11_14/working/Pipelines/CCS/HG005/pbmm2/vcf/sniffles/HG005.vcf	HG005.25x.vcf
CCS	25x	DUP	pbmm2	sniffles	/home/lz/Data_sequence/2023_11_14/working/Pipelines/CCS/HG005/pbmm2/vcf/sniffles/HG005.vcf	HG005.25x.vcf
CCS	25x	INV	pbmm2	sniffles	/home/lz/Data_sequence/2023_11_14/working/Pipelines/CCS/HG005/pbmm2/vcf/sniffles/HG005.vcf	HG005.25x.vcf
CCS	25x	TRA	pbmm2	sniffles	/home/lz/Data_sequence/2023_11_14/working/Pipelines/CCS/HG006/pbmm2/vcf/sniffles/HG006.vcf	HG006.25x.vcf
CCS	25x	DEL	pbmm2	sniffles	/home/lz/Data_sequence/2023_11_14/working/Pipelines/CCS/HG006/pbmm2/vcf/sniffles/HG006.vcf	HG006.25x.vcf
CCS	25x	INS	pbmm2	sniffles	/home/lz/Data_sequence/2023_11_14/working/Pipelines/CCS/HG006/pbmm2/vcf/sniffles/HG006.vcf	HG006.25x.vcf
CCS	25x	DUP	pbmm2	sniffles	/home/lz/Data_sequence/2023_11_14/working/Pipelines/CCS/HG006/pbmm2/vcf/sniffles/HG006.vcf	HG006.25x.vcf
CCS	25x	INV	pbmm2	sniffles	/home/lz/Data_sequence/2023_11_14/working/Pipelines/CCS/HG006/pbmm2/vcf/sniffles/HG006.vcf	HG006.25x.vcf
CCS	25x	TRA	pbmm2	sniffles	/home/lz/Data_sequence/2023_11_14/working/Pipelines/CCS/HG007/pbmm2/vcf/sniffles/HG007.vcf	HG007.25x.vcf
CCS	25x	DEL	pbmm2	sniffles	/home/lz/Data_sequence/2023_11_14/working/Pipelines/CCS/HG007/pbmm2/vcf/sniffles/HG007.vcf	HG007.25x.vcf
